isbn13,full_title,authors,published_year,description,refined_categories,average_rating,num_pages,thumbnail
9783895086908,War and Peace,Lev N. Tolstoj,1999,"Often called the greatest novel ever written, War and Peace is at once an epic of the Napoleonic Wars, a philosophical study, and a celebration of the Russian spirit. Tolstoy's genius is seen clearly in the multitude of characters in this massive chronicle-all of them fully realized and equally memorable. Out of this complex narrative emerges a profound examination of the individual's place in the historical process, one that makes it clear why Thomas Mann praised Tolstoy for his Homeric powers and placed War and Peace in the same category as the Iliad ""To read him . . . is to find one's way home . . . to everything within us that is fundamental and sane.""","['Historical', 'Personal Development']",4.11,1500.0,http://books.google.com/books/content?id=R1Y6SwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9784770028037,日本語の感情表現集: Expressing Emotions in Japanese,村上真美子,2002,"This is a student's guide to the expression of emotion in the Japanese language. Arranged by emotion type to cover a wide range of feelings - from infatuation to revulsion - this text offers standard Japanese script, romanized Japanese and English translation. A desire to communicate heart-to-heart with people from another culture is what attracts many people to language study in the first place. But it can take a long time to make friends and feel socially comfortable in a Japanese-speaking context, and there are few textbooks that can help. This volume does just","['Young Adult', ""Children's""]",3.54,176.0,http://books.google.com/books/content?id=ST7ruDDcNvgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9784770028969,Coin Locker Babies,村上龍,2002,"Rescued from the lockers in which they were left to die as infants and raised to freely follow their ambitions, Kiku and Hashi begin parallel quests of vengeance against the mothers that abandoned them and the society that let it happen.","['Historical', 'Non-fiction', 'Young Adult', 'Fantasy']",3.75,393.0,http://books.google.com/books/content?id=87DJwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9787506435673,Good Fight,Judd Winick;Matthew Clark,2007,"Presents the adventures of a new group of heroes, including Grace, a bouncer working at a metahuman club; cyborg girl Indigo; Thunder, the mass-changing daughter of Black Lightning, and the shape shifter, Metamorpho.","['Science Fiction', 'Young Adult', 'Adventure', 'Fantasy']",,,http://books.google.com/books/content?id=xGPZAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9788122200850,"Cry, the Peacock",Anita Desai,1980,"This book is the story of a young girl obsessed by a childhood prophecy of disaster. The author builds up an atmosphere of tension and oppression, in the middle of an Indian summer.","['Young Adult', ""Children's"", 'Historical', 'Non-fiction', 'Fantasy']",3.22,218.0,http://books.google.com/books/content?id=_QKwVYqp7ugC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9788125026600,Nietzsche For Beginners,Marc Sautet,2004,"Not only does Nietzsche for Beginners delve into the scandalous life and considerable works of Friedrich Nietzsche, it also gives a clear picture of the puzzling time in which he lived. We meet the Luminaries of the day Richard Wagner, Bismarck, Frued, and Darwin, and see their influence on his work.","['Non-fiction', 'Historical', 'Mystery']",3.26,192.0,http://books.google.com/books/content?id=fPIv8f02EtYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9788171565641,Aspects of the Novel,E. M. Forster,2004,"Forster's lively, informed originality and wit have made this book a classic. Avoiding the chronological approach of what he calls ""pseudoscholarship,"" he freely examines aspects all English-language novels have in common: story, people, plot, fantasy, prophecy, pattern, and rhythm. Index.",['Fantasy'],3.83,141.0,http://books.google.com/books/content?id=qWU9PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9788172235222,Mistaken Identity,Nayantara Sahgal,2003,"On A Train Journey Home To North India After Long Months Of Travel Abroad, The Playboy Bhushan Singh, Son Of The Raja Of Vijaygarh, Is Arrested And Thrown Into Jail. Charged With Treason, Bhushan Finds Himself In A Filthy Prison Cell Surrounded By Elderly Trade Unionists As Innocent Of Any Political Crime, And A Jittery Government Sees Sedition Under Every Stone. As They Wait For The Trial That Never Seems To Come, Bhushan Takes Up The Role Of Scheherazade, Enthralling His Cell-Mates With Stories From His Colourful Past. He Tells Them Of His Boyhood Affair With A Beautiful Muslim Girl That Sparked Off Two Murderous Riots And Led To His Banishment Abroad. He Tells Them Of His Life In The America Of The Roaring Twenties, Of Basking Beside A Turquoise Swimming Pool, Learning The Turkey Trot And Turning Down The Chance Of A Career As A Movie Star. Obsessed With His Childhood Love, Unable To Make Any Plans For His Life Except To Find Her Again, Bhushan Returns To India To Become An Exile Nearer Home In Mumbai. He Becomes The Friend And Lover Of Syllvia, A Vibrant And Modern Parsi Girl, But Even Her Energy And Devotion Are Not Enough To Heal His Wound. As News Of Violent World Events Penetrates The Prison Wall Civil Was In Turkey, The Rise Of Mussoloni, Gandhi S Salt March, Mass Arrests, The Death Of Hunger-Strikers In Lahore Bhushan Reaches The Climax Of His Story: The Monstrous Trick He Discovers Fate Has Played On Him, And The Crime He Can Never Forget. Full Of Mystery And Gentle Humour, Mistaken Identity Is A Story Of Love And Obsession That Brilliantly Summons Up The Turmoil Of India In The Twilight Years Of Empire","['Mystery', 'Historical', 'Love', 'Non-fiction', 'Young Adult', 'Personal Development', 'Adventure']",2.93,324.0,http://books.google.com/books/content?id=q-tKPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9788173031014,Journey to the East,Hermann Hesse,2002,"This book tells the tale of a man who goes on a wonderful and amazing journey through Asia. His travels can also be seen as a parable of one person's search for enlightenment. Ever since this book's first publication in 1932, it has influenced generations of readers with its ideas on Eastern religion and Jungian psychology and its criticism of Western middleclass values.","['Non-fiction', 'Historical', 'Religion']",3.7,175.0,http://books.google.com/books/content?id=rq6JPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9788179921623,"The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny: Wisdom to Create a Life of Passion, Purpose, and Peace",Robin Sharma,2003,"Wisdom to Create a Life of Passion, Purpose, and Peace This inspiring tale provides a step-by-step approach to living with greater courage, balance, abundance, and joy. A wonderfully crafted fable, The Monk Who Sold His Ferrari tells the extraordinary story of Julian Mantle, a lawyer forced to confront the spiritual crisis of his out-of-balance life. On a life-changing odyssey to an ancient culture, he discovers powerful, wise, and practical lessons that teach us to: Develop joyful thoughts Follow our life's mission and calling Cultivate self-discipline and act courageously Value time as our most important commodity Nourish our relationships, and – live fully, one day at a time A FABLE ABOUT FULFILLING YOUR DREAMS AND REACHING YOUR DESTINY","['Non-fiction', 'Personal Development', 'Young Adult', 'Fantasy', ""Children's"", 'Adventure']",3.82,198.0,http://books.google.com/books/content?id=c_7mf7bAe6YC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9788185300535,I Am that: Talks with Sri Nisargadatta Maharaj,Sri Nisargadatta Maharaj;Sudhakar S. Dikshit,1999,"This collection of the timeless teachings of one of the greatest sages of India, is a testament to the uniqueness of the seer's life and work. The book (now in its ninth printing) continues to draw new audiences and to enlighten anxious seekers for self-realisation. Sri Nisargadatta Maharaj was a teacher who did not propound any ideology or religion but gently unwrapped the mystery of the self. His message is simple, direct and yet sublime. The book preserves his dialogues with the followers who came from around the world seeking guidance in destroying false identities. The sage's sole concern was with human suffering and the ending of suffering. It was his mission to guide the individual to an understanding of his true nature and the timelessness of being. He taught that mind must recognise and penetrate its own state of being, not 'being this or that, here or there, then or now', but just timeless being. This is a legacy from a unique teacher who helps the reader to a clearer understanding of himself.","['Mystery', 'Non-fiction', 'Historical', 'Personal Development', 'Young Adult', 'Love', ""Children's"", 'Adventure']",4.51,531.0,http://books.google.com/books/content?id=Fv_JPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
